measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Israel,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,85252.50408877224,98939.1320957024,72785.95922509658
Prevalence,Israel,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0426872824029558,0.0495439277190195,0.0364456033244082
Prevalence,Israel,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4265.72963267543,4950.55942488626,3641.9484263582
Prevalence,Luxembourg,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,5477.067767059115,6384.4967380883445,4632.611676495437
Prevalence,Luxembourg,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0308535695813317,0.0359683367284514,0.026100973190437
Prevalence,Luxembourg,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3082.16443915208,3592.8109062971002,2606.95532298693
Prevalence,Malta,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,7214.188346155245,8370.072874462345,6165.136261907261
Prevalence,Malta,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0457561771783011,0.0530802275706334,0.0391062396299876
Prevalence,Malta,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4571.636342341811,5304.1211990721695,3906.8512822298903
Prevalence,Norway,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,72425.78122047646,83782.11565525811,62194.98172651383
Prevalence,Norway,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0446993761198437,0.0517024402865191,0.0383882936100811
Prevalence,Norway,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4465.94376205813,5166.20201366702,3835.0886382198196
Prevalence,Sweden,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,182779.0705438566,209711.8812646867,157263.12382088852
Prevalence,Sweden,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0543459297897981,0.0623517258950526,0.0467498512279387
Prevalence,Sweden,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5429.39650152083,6229.42742338017,4671.45309225376
Prevalence,Spain,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,701126.495228934,799270.8793034084,605303.2541558889
Prevalence,Spain,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0453678193460177,0.0517151413273575,0.0391612376996916
Prevalence,Spain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4530.68141430089,5164.89070445051,3911.4713568547504
Prevalence,Italy,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1407328.9799031704,1627998.0363094248,1192138.4292263072
Prevalence,Italy,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0619907635535887,0.0717102448333921,0.0525076163288112
Prevalence,Italy,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,6195.10381601119,7166.495532475429,5247.82864389082
Prevalence,Portugal,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,200316.38403120072,233166.2777147339,168823.945340403
Prevalence,Portugal,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.051537527978027,0.0599746928698532,0.043428559286567
Prevalence,Portugal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5148.66948501969,5993.00004745739,4339.22916449699
Prevalence,Switzerland,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,139426.5735728071,161996.14051350125,119157.72472512144
Prevalence,Switzerland,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0476036308448041,0.0553088848279972,0.0406843563504013
Prevalence,Switzerland,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4757.23064989266,5527.30361987071,4065.65811457607
Prevalence,United Kingdom,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,892122.4083105477,1022977.4171486166,762803.468055247
Prevalence,United Kingdom,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0424631472076211,0.0486856920002399,0.036305358560858
Prevalence,United Kingdom,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4242.1041687221505,4864.32884699401,3627.1836035156102
Prevalence,Netherlands,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,274552.4277296759,311817.71814370353,237829.53409635185
Prevalence,Netherlands,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0470032432205765,0.0533970174483952,0.0407043271485923
Prevalence,Netherlands,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4692.503679074661,5329.422149676509,4064.8555649945697
Prevalence,Argentina,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,337722.0759593025,388251.51873896,290790.3316516022
Prevalence,Argentina,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0361979407761012,0.0416134158950683,0.0311680009058193
Prevalence,Argentina,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3618.4599787555803,4159.848236919201,3115.6185875666
Prevalence,Uruguay,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,38327.56958757177,44115.46699625951,33131.65470854423
Prevalence,Uruguay,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0423976347515876,0.048806395164839,0.0366488991082793
Prevalence,Uruguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4238.40500749878,4878.45220130326,3663.82144066211
Prevalence,Chile,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,154238.82419078666,176770.0762332362,132421.19551356934
Prevalence,Chile,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0344581889082173,0.0394910122800717,0.0295841322346293
Prevalence,Chile,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3444.6126125060996,3947.80261909597,2957.35994242897
Prevalence,Canada,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,614963.9494352,690918.6705342267,539354.8285378439
Prevalence,Canada,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0501870729119632,0.056392841432898,0.0440245384327264
Prevalence,Canada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5011.447013138029,5630.4151014870195,4395.29528028434
Prevalence,Bahamas,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1769.9460039838011,2027.1588311856945,1517.1722439018067
Prevalence,Bahamas,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0246037723414044,0.028180050960987,0.0210892259558213
Prevalence,Bahamas,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2459.6729401421403,2817.11855119579,2108.39624794235
Prevalence,Antigua and Barbuda,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,481.90668226877,554.0778154503976,410.3912809123824
Prevalence,Antigua and Barbuda,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0255476133331385,0.0293729321244124,0.0217561917923546
Prevalence,Antigua and Barbuda,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2554.14569478077,2936.6587328558303,2175.10809018689
Prevalence,Cuba,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,107870.40981985754,122652.88646788536,93399.33523411622
Prevalence,Cuba,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0315803750009101,0.0359113613007499,0.0273438139900677
Prevalence,Cuba,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3156.8311127637,3589.44078101405,2733.33463617034
Prevalence,Belize,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1318.6409175080614,1500.695198359554,1128.8662237382714
Prevalence,Belize,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0263359510074625,0.0299701825202495,0.0225469736551206
Prevalence,Belize,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2632.73299803169,2996.2135379321303,2253.83826494296
Prevalence,Dominican Republic,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,52487.46250412678,60032.4631406978,45343.01017189343
Prevalence,Dominican Republic,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0314182924823776,0.0359343722011111,0.027141163376166
Prevalence,Dominican Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3141.0362294926995,3592.55587285805,2713.48681969481
Prevalence,Grenada,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,495.5688208229625,570.8004460968873,424.662008811079
Prevalence,Grenada,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0246768530137233,0.0284222961313558,0.0211466175906074
Prevalence,Grenada,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2467.09493934418,2841.62124970349,2114.09888767764
Prevalence,United States of America,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,4752151.969193868,5457675.130838407,4108235.993911149
Prevalence,United States of America,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0474284487794296,0.0544697700049867,0.0410000537491258
Prevalence,United States of America,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4740.4071729178895,5444.186655939509,4098.08261600679
Prevalence,Dominica,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,406.9500084492844,465.187094245029,348.6715864504224
Prevalence,Dominica,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0269890076325298,0.0308525057818291,0.0231253535634972
Prevalence,Dominica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2698.10611608591,3084.22193892929,2311.71623141642
Prevalence,Barbados,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,2782.384648798889,3191.337591278686,2383.787483157628
Prevalence,Barbados,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0305454093107569,0.035037927661818,0.0261693365770231
Prevalence,Barbados,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3053.57728199127,3502.38992732371,2616.1297672511
Prevalence,Jamaica,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,19701.46760607966,22379.76177917061,16933.434953200296
Prevalence,Jamaica,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0372615106911051,0.0423287773762876,0.0320275593409524
Prevalence,Jamaica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3725.04553847504,4231.44272469874,3201.68109222538
Prevalence,Guyana,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,2589.687941181811,2962.8988229425813,2204.5396399279152
Prevalence,Guyana,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0229980659197132,0.0263118055180434,0.0195779569640338
Prevalence,Guyana,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2299.5442871598602,2630.9413398361103,1957.54726050129
Prevalence,Haiti,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,24481.30325365468,28144.51431947912,20932.521265492724
Prevalence,Haiti,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0206609503785047,0.0237539248458284,0.0176664674725304
Prevalence,Haiti,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2065.77883239916,2374.88753465997,1766.3258728901499
Prevalence,Saint Lucia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1234.2634933281731,1417.542614949485,1052.46354986508
Prevalence,Saint Lucia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0293379101847321,0.0336962403097205,0.0250170555202305
Prevalence,Saint Lucia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2933.00507700059,3368.5349270928,2500.9902276122602
Prevalence,Saint Vincent and the Grenadines,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,708.6130738859199,814.6972284238655,607.0237677798807
Prevalence,Saint Vincent and the Grenadines,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0278758240596757,0.0320507148913061,0.0238800756671793
Prevalence,Saint Vincent and the Grenadines,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2786.99840229467,3204.2308526990996,2387.4443378245896
Prevalence,Suriname,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,3184.6446876408686,3635.9021546228496,2730.114018601308
Prevalence,Suriname,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0285172562461147,0.0325585428898268,0.0244483052728342
Prevalence,Suriname,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2851.00068540637,3254.98149766251,2444.08959293848
Prevalence,Trinidad and Tobago,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,10096.767811798692,11507.643971318785,8650.831064826114
Prevalence,Trinidad and Tobago,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0289933245463539,0.033045474222444,0.0248415755550054
Prevalence,Trinidad and Tobago,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2898.54822498936,3303.5780983195104,2483.45326890978
Prevalence,Bolivia (Plurinational State of),Both,55+ years,Alzheimer's disease and other dementias,Number,2021,31776.871843970974,36646.0857140203,27192.29494249395
Prevalence,Bolivia (Plurinational State of),Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0205660527469046,0.0237176259620187,0.0175990682169467
Prevalence,Bolivia (Plurinational State of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2056.12771069042,2371.19099371733,1759.48190945475
Prevalence,Peru,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,137764.01192903696,158957.1708989048,118739.40885753906
Prevalence,Peru,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0246363360096895,0.0284253532765763,0.0212335352977548
Prevalence,Peru,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2462.95555143628,2841.84846988725,2122.83224134457
Prevalence,Costa Rica,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,33986.74235168808,38847.1827843995,29563.437076395938
Prevalence,Costa Rica,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.035508038876794,0.0405864393175205,0.0308881794922048
Prevalence,Costa Rica,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3549.66643597469,4057.30385792941,3087.6845811296203
Prevalence,Colombia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,351755.3429901197,400320.03823343257,303024.64019328286
Prevalence,Colombia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0367929813450703,0.0418753914433028,0.0316952391127224
Prevalence,Colombia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3678.1014077813297,4185.91423138902,3168.5527395632303
Prevalence,El Salvador,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,42110.66919636578,48306.05265334801,36610.26270158213
Prevalence,El Salvador,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0411864208628706,0.0472459231376566,0.0358062404447574
Prevalence,El Salvador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4118.067192329379,4723.92328165272,3580.17397042355
Prevalence,Ecuador,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,67118.67542959301,77028.79183366703,57049.1325033878
Prevalence,Ecuador,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0242579282030765,0.0278399193693441,0.0206178004302337
Prevalence,Ecuador,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2425.22859647075,2783.31518777612,2061.38137657679
Prevalence,Guatemala,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,59407.46531966247,68317.97092428728,51068.57223522585
Prevalence,Guatemala,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0324533885231091,0.0373215638674702,0.0278972298135841
Prevalence,Guatemala,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3244.9390077049,3731.64631055376,2789.45417418831
Prevalence,Panama,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,27270.94002402358,31216.46647089092,23296.4868031886
Prevalence,Panama,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0366858098187698,0.0419949532889389,0.0313410520797086
Prevalence,Panama,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3667.5948031570697,4198.21796024304,3133.0813626491804
Prevalence,Mexico,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,579284.4033355401,669311.1814885272,498023.0903764076
Prevalence,Mexico,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0268883960178025,0.0310666020672654,0.0231170473770994
Prevalence,Mexico,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2688.0392672971097,3105.7883269818903,2310.96438164765
Prevalence,Nicaragua,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,26586.60569798369,30520.576604512964,23095.226784161787
Prevalence,Nicaragua,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0326649422551594,0.0374979330012975,0.0283752197256003
Prevalence,Nicaragua,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3266.0332325130603,3749.3021334934797,2837.13457243693
Prevalence,Honduras,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,30259.63045496118,34930.757907560146,25759.152217563533
Prevalence,Honduras,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0287775563988931,0.0332201903833703,0.0244975248681716
Prevalence,Honduras,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2877.29500865447,3321.45812307705,2449.35840221455
Prevalence,Venezuela (Bolivarian Republic of),Both,55+ years,Alzheimer's disease and other dementias,Number,2021,189949.08909250709,215699.9430005995,164242.49200558703
Prevalence,Venezuela (Bolivarian Republic of),Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0363117063996649,0.0412354173694129,0.0313984898505158
Prevalence,Venezuela (Bolivarian Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3630.39441755683,4122.55658965197,3139.07810219779
Prevalence,Brazil,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,1757235.6209031865,2009037.7328241223,1522599.0463409042
Prevalence,Brazil,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0405805082326078,0.0463956428658224,0.0351611079687311
Prevalence,Brazil,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4057.5547690541503,4638.97984826895,3515.7658701810597
Prevalence,Paraguay,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,34822.96057145368,39565.10295879591,29943.68722880003
Prevalence,Paraguay,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0351786708640888,0.0399677143856344,0.0302495247843826
Prevalence,Paraguay,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3517.09714593635,3996.05054858925,3024.29360292691
Prevalence,Egypt,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,265068.3807972647,300259.1786884668,227133.2123312438
Prevalence,Egypt,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.023959248038623,0.0271382530194451,0.0205303666016167
Prevalence,Egypt,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2395.3734882060403,2713.38616117692,2052.56045052563
Prevalence,Iraq,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,118334.68790656776,135954.08026169403,100644.12896346155
Prevalence,Iraq,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0304598606285511,0.0349943067974207,0.0259058233660085
Prevalence,Iraq,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3045.78743698087,3499.28864471509,2590.45448993642
Prevalence,Iran (Islamic Republic of),Both,55+ years,Alzheimer's disease and other dementias,Number,2021,481638.5175217061,551717.9764260269,415935.1208683293
Prevalence,Iran (Islamic Republic of),Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0370820377506855,0.0424803385703166,0.0320237845759132
Prevalence,Iran (Islamic Republic of),Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3707.4952803755205,4246.9439616727705,3201.73209048269
Prevalence,Bahrain,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,3397.2854784068268,3940.480337733742,2887.206097107401
Prevalence,Bahrain,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0209290560176392,0.0242748592948037,0.0177867872487982
Prevalence,Bahrain,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2092.2807933255403,2426.81734564844,1778.1390176792302
Prevalence,Kuwait,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,14670.711580408844,16704.386999605344,12708.97226709044
Prevalence,Kuwait,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0314800330099376,0.0358439672795974,0.0272705127725748
Prevalence,Kuwait,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3146.7103646228697,3582.9119411305896,2725.93831167415
Prevalence,Lebanon,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,53015.5808992544,61164.16501860038,45149.40557129272
Prevalence,Lebanon,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0541055659414398,0.0624195311963315,0.0460789163527433
Prevalence,Lebanon,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,5409.59599612072,6241.06001628931,4606.9483624036
Prevalence,Jordan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,38367.11812330997,43930.11106000158,32985.55193660469
Prevalence,Jordan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0305298986117013,0.0349559491754197,0.0262466512204209
Prevalence,Jordan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3051.68997908657,3494.1660009777497,2623.64449620778
Prevalence,Libya,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,28376.128390428374,32297.826068755137,24519.859043463268
Prevalence,Libya,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0339385082566354,0.0386308169492925,0.0293257767119359
Prevalence,Libya,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3392.9892232966504,3861.91429216118,2931.88754810141
Prevalence,Morocco,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,201920.34891869797,230444.91372929263,172997.20024930657
Prevalence,Morocco,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0336196621969836,0.0383677794573068,0.028802663897789
Prevalence,Morocco,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3360.86663259011,3835.6442297687,2879.45479969188
Prevalence,Palestine,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,12889.431207164442,14831.059847796012,11090.802385851875
Prevalence,Palestine,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0299678378651039,0.0344831347221643,0.0257837838842185
Prevalence,Palestine,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2995.7275578938,3446.99575836356,2577.69499774226
Prevalence,Algeria,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,203737.4330218138,236672.8016294191,174694.41782426066
Prevalence,Algeria,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0335602720354854,0.0389895760668826,0.0287758294876725
Prevalence,Algeria,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3354.60256186554,3896.8940311765696,2876.39994715221
Prevalence,Syrian Arab Republic,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,70165.32861814869,80761.06962367597,59968.19551887951
Prevalence,Syrian Arab Republic,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.02970931927911,0.0342006428379605,0.0253919687762581
Prevalence,Syrian Arab Republic,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2969.70546662086,3418.1638520758297,2538.1179218156103
Prevalence,Oman,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,8139.229097142466,9432.758266782012,6902.482334184409
Prevalence,Oman,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0260674986049563,0.0302112057609586,0.0221062533476549
Prevalence,Oman,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2605.76603424849,3019.88810088742,2209.82279817294
Prevalence,Saudi Arabia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,62969.126622249714,72255.40705584567,53489.73693485081
Prevalence,Saudi Arabia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0209191232380423,0.0240044018124551,0.01777083698045
Prevalence,Saudi Arabia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2091.50954679518,2399.95187755193,1776.65312282215
Prevalence,Tunisia,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,89161.54189224004,101690.738825867,77091.66867868001
Prevalence,Tunisia,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0381619824778883,0.0435241185386231,0.0329974516002775
Prevalence,Tunisia,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3814.99430397663,4351.08659131008,3298.5553036831698
Prevalence,United Arab Emirates,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,8467.793920098287,9955.819879435698,7045.996892143458
Prevalence,United Arab Emirates,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0117979044667499,0.0138737767952551,0.00981654975432
Prevalence,United Arab Emirates,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,1179.22902854321,1386.45223485102,981.22889487423
Prevalence,Yemen,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,71522.29852162351,81960.16367969976,61567.61867143828
Prevalence,Yemen,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0318129276587522,0.0364550294508905,0.0273856442768732
Prevalence,Yemen,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3180.2872624535803,3644.4139795137403,2737.64570613145
Prevalence,Türkiye,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,665586.4485948064,760072.2741706483,576412.2239028466
Prevalence,Türkiye,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0403021158620689,0.0460255006385718,0.0348995133093919
Prevalence,Türkiye,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,4028.66760566602,4600.57225531092,3488.9130613309603
Prevalence,Qatar,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,2733.4482417012514,3140.947506603821,2324.632477408963
Prevalence,Qatar,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0178532819414459,0.0205134890531823,0.015181480888351
Prevalence,Qatar,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,1784.4205174501099,2050.43983987394,1517.5417719406698
Prevalence,Bangladesh,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,493238.57158690266,569001.0418217753,423064.3978380504
Prevalence,Bangladesh,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0211193114051586,0.0243650985323443,0.018113365606797
Prevalence,Bangladesh,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2110.91100595745,2435.15132589588,1810.58689459722
Prevalence,Afghanistan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,44239.417907885705,51153.47176355114,37657.04505245506
Prevalence,Afghanistan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0360049509784836,0.041631523203553,0.0306478588336399
Prevalence,Afghanistan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,3600.35584030858,4163.045300447609,3064.659719657
Prevalence,Bhutan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,2221.002495861068,2561.5173692181093,1899.6228087256627
Prevalence,Bhutan,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0223149942232973,0.0257366649724414,0.0190849646670615
Prevalence,Bhutan,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2230.14354143082,2572.05988190928,1907.4411424250902
Prevalence,India,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,3938968.8204382937,4543345.698897917,3357942.361256706
Prevalence,India,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0195949582956519,0.022601896020215,0.016703983320027
Prevalence,India,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,1959.2437491180801,2259.86090939856,1670.2410912861599
Prevalence,Nepal,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,79222.6066737793,91141.6575670982,67814.6721702875
Prevalence,Nepal,Both,55+ years,Alzheimer's disease and other dementias,Percent,2021,0.0200211454304957,0.0230326286613167,0.0171395852264866
Prevalence,Nepal,Both,55+ years,Alzheimer's disease and other dementias,Rate,2021,2001.65472281312,2302.8039214289,1713.41949633938
Prevalence,Pakistan,Both,55+ years,Alzheimer's disease and other dementias,Number,2021,345824.8020789379,399087.7158353535,294155.7452688663
